age,gender,region_category,membership_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,Churn 
60,M,City,No Membership,2016-06-19,Yes,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,2,-1.02161542954892e+16,13241.8,533.76,No,Yes,Yes,Solved in Follow-up,Poor Website,1
56,M,City,Platinum Membership,2015-05-01,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,6,106.98,86547.04,790.94,No,Yes,No,Not Applicable,Products always in Stock,0
44,F,City,Basic Membership,2016-12-11,No,xxxxxxxx,Credit/Debit Card Offers,Both,Fiber_Optic,13,443.84,30913.21,695.04,Yes,No,No,Not Applicable,Too many ads,1
35,M,City,Platinum Membership,2016-10-20,No,xxxxxxxx,Credit/Debit Card Offers,Both,Wi-Fi,20,482.77,8901.83,780.45,Yes,No,Yes,Solved in Follow-up,No reason specified,1
41,M,City,Silver Membership,2016-12-08,Yes,CID55240,Credit/Debit Card Offers,Desktop,Wi-Fi,21,161.57,49711.43,686.4,Yes,No,No,Not Applicable,Poor Product Quality,1
12,M,City,No Membership,2016-09-23,?,CID6537,Without Offers,Desktop,Wi-Fi,15,372.05,47418.27,696.18,No,Yes,Yes,Solved,No reason specified,1
51,M,Town,Platinum Membership,2016-08-19,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,13,51.85,53952.44,760.83,No,Yes,No,Not Applicable,User Friendly Website,0
56,F,Town,Platinum Membership,2015-05-30,Yes,CID7012,Gift Vouchers/Coupons,Desktop,Mobile_Data,12,180.43,48614.48,719.26,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1
14,M,Town,Gold Membership,2017-04-03,Yes,CID33076,Without Offers,Smartphone,Mobile_Data,8,669.29,5730.89,705.92,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1
23,F,Town,Basic Membership,2017-06-30,Yes,CID12881,Gift Vouchers/Coupons,Desktop,Mobile_Data,3,771.33,20482.43,559.66,Yes,No,No,Not Applicable,Poor Website,1
13,F,Town,Silver Membership,2016-09-14,Yes,CID9445,Without Offers,Desktop,Mobile_Data,14,110.65,42782.75,715.42,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1
57,F,Town,No Membership,2016-12-09,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,5,122.79,49491.95,582.82,Yes,No,Yes,Unsolved,Too many ads,1
51,M,City,No Membership,2017-04-14,Yes,CID29054,Credit/Debit Card Offers,?,Mobile_Data,19,606.12,23218.67,675.0,Yes,No,No,Not Applicable,Poor Product Quality,1
51,M,Village,Gold Membership,2017-08-16,Yes,CID25864,Gift Vouchers/Coupons,Both,Fiber_Optic,13,-4121427557118660.0,30006.72,796.86,No,Yes,No,Not Applicable,Too many ads,1
21,M,Village,Gold Membership,2015-01-16,No,xxxxxxxx,Without Offers,?,Wi-Fi,10,348.98,51467.22,1.98933584345358e+16,Yes,Yes,Yes,Unsolved,Products always in Stock,0
61,F,Town,Platinum Membership,2016-01-26,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,14,64.27,35942.6,1.35805840541124e+16,Yes,No,No,Not Applicable,Reasonable Price,0
39,F,Town,Basic Membership,2015-08-23,Yes,CID60413,Credit/Debit Card Offers,Desktop,Mobile_Data,22,1.30838719144248e+16,24470.77,626.61,No,Yes,No,Not Applicable,Poor Product Quality,1
15,F,City,Silver Membership,2017-09-06,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,16,97.16,18998.03,736.19,No,Yes,No,Not Applicable,Too many ads,1
37,M,City,Silver Membership,2016-12-29,Yes,CID48048,Credit/Debit Card Offers,Desktop,Fiber_Optic,11,34.28,39705.07,686.7,No,Yes,No,Not Applicable,Poor Product Quality,1
64,F,Town,Gold Membership,2017-05-22,Yes,CID57748,Without Offers,Smartphone,Fiber_Optic,11,539.94,43723.0,737.4,No,Yes,No,Not Applicable,No reason specified,1
53,M,Village,Basic Membership,2017-10-05,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,11,30.58,11717.23,1.00453463853239e+16,No,Yes,Yes,Unsolved,No reason specified,1
51,M,City,Gold Membership,2017-05-08,Yes,CID10184,Credit/Debit Card Offers,Smartphone,Mobile_Data,3,142.03,19950.65,3.3672429258827e+16,Yes,No,No,Not Applicable,No reason specified,1
58,F,City,Platinum Membership,2017-05-29,Yes,CID59129,Without Offers,Smartphone,Mobile_Data,23,75.51,14804.89,771.08,Yes,No,No,Not Applicable,Poor Website,1
35,F,City,No Membership,2015-06-19,Yes,CID46541,Without Offers,Smartphone,Wi-Fi,16,1.05748353372787e+16,11942.5,717.49,No,Yes,No,Not Applicable,Poor Customer Service,0
44,M,Town,Premium Membership,2015-06-14,?,CID62807,Gift Vouchers/Coupons,Smartphone,Mobile_Data,10,31.85,38825.42,760.76,No,Yes,No,Not Applicable,Poor Customer Service,1
36,M,Town,Platinum Membership,2016-11-21,Yes,CID32354,Without Offers,Both,Mobile_Data,11,238.24,35147.24,798.76,Yes,No,No,Not Applicable,Poor Website,1
36,F,City,Silver Membership,2016-05-14,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,-999,186.98,32334.04,796.82,No,Yes,Yes,No Information Available,No reason specified,1
30,F,City,Silver Membership,2017-07-05,Yes,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,18,53.17,22868.9,638.83,No,Yes,No,Not Applicable,Too many ads,1
22,F,Town,Platinum Membership,2016-02-02,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,13,185.48,11568.58,759.42,Yes,No,Yes,Unsolved,No reason specified,1
24,M,Town,Gold Membership,2016-04-26,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,8,176.61,35689.68,686.29,No,Yes,Yes,Solved,Poor Product Quality,1
57,F,City,Basic Membership,2017-05-06,Yes,CID5968,Without Offers,Smartphone,Wi-Fi,8,60.61,44498.48,621.29,No,Yes,Yes,Solved,Poor Product Quality,1
52,F,Village,Basic Membership,2017-10-12,No,xxxxxxxx,Credit/Debit Card Offers,?,Fiber_Optic,11,173.45,36433.32,717.83,No,Yes,No,Not Applicable,No reason specified,1
62,M,Town,Basic Membership,2016-08-05,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,9,1.21048697799734e+16,20905.46,651.75,No,Yes,No,Not Applicable,Too many ads,1
21,F,City,Gold Membership,2015-04-01,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,22,158.44,22197.25,714.65,No,Yes,Yes,No Information Available,Poor Customer Service,1
43,M,City,Gold Membership,2015-04-03,Yes,CID27876,Gift Vouchers/Coupons,?,Mobile_Data,7,725.58,27022.0,714.45,Yes,Yes,Yes,Solved,Products always in Stock,0
44,F,Town,Silver Membership,2017-08-01,Yes,CID33578,Gift Vouchers/Coupons,Both,Fiber_Optic,16,552.0,93700.95,1.18533374844106e+16,Yes,No,Yes,No Information Available,User Friendly Website,0
19,F,City,No Membership,2016-08-01,?,CID22292,Credit/Debit Card Offers,Smartphone,Wi-Fi,16,163.31,15069.28,636.87,No,Yes,No,Not Applicable,Poor Product Quality,1
31,F,City,Premium Membership,2015-09-21,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,12,95.48,70200.12,796.34,No,Yes,No,Not Applicable,User Friendly Website,0
23,M,Village,Silver Membership,2015-12-24,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,20,376.78,30301.77,713.45,Yes,No,No,Not Applicable,Poor Product Quality,1
31,F,City,Gold Membership,2017-03-19,Yes,CID21919,Credit/Debit Card Offers,Smartphone,Mobile_Data,6,453.54,75299.67,758.21,No,Yes,No,Not Applicable,Products always in Stock,0
15,M,Town,Platinum Membership,2016-02-10,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,14,190.36,29009.27,774.4,No,Yes,No,Not Applicable,Poor Customer Service,1
18,M,Town,Gold Membership,2015-04-11,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,12,190.7,85539.05,787.49,Yes,No,No,Not Applicable,User Friendly Website,0
60,F,Town,No Membership,2016-11-01,Yes,CID42333,Gift Vouchers/Coupons,Smartphone,Mobile_Data,10,108.93,3185.86,622.14,Yes,No,Yes,Unsolved,No reason specified,1
58,M,Town,Premium Membership,2015-03-31,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,13,446.84,15511.23,1.07084878474582e+16,No,Yes,Yes,No Information Available,Poor Website,1
33,F,City,Premium Membership,2017-12-28,Yes,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,3,33.24,9330.0,1.67353093820357e+16,No,Yes,Yes,Solved,Poor Website,1
61,M,Town,Gold Membership,2017-02-08,Yes,CID34077,Without Offers,Desktop,Fiber_Optic,6,52.73,4967.47,770.16,Yes,No,Yes,Unsolved,No reason specified,1
37,M,City,Gold Membership,2016-06-28,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,18,177.22,2102.02,710.83,No,Yes,Yes,Solved,Poor Customer Service,1
32,F,Town,Premium Membership,2016-03-19,?,CID11487,Without Offers,?,Mobile_Data,20,102.31,38971.06,791.03,No,Yes,No,Not Applicable,Poor Customer Service,1
48,F,Town,Basic Membership,2016-01-26,Yes,CID289,Gift Vouchers/Coupons,Smartphone,Wi-Fi,15,169.22,18874.81,1969930011433310.0,No,Yes,No,Not Applicable,Too many ads,1
11,F,City,Basic Membership,2017-12-27,Yes,CID2239,Gift Vouchers/Coupons,Desktop,Wi-Fi,19,259.11,20983.16,538.51,Yes,Yes,Yes,No Information Available,Too many ads,1
24,F,Town,No Membership,2017-04-17,Yes,CID28503,Without Offers,Smartphone,Wi-Fi,11,47.18,30624.88,706.64,Yes,No,No,Not Applicable,No reason specified,1
55,M,City,Silver Membership,2015-03-22,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,-999,31.16,9630.75,706.22,No,Yes,No,Not Applicable,No reason specified,1
30,F,Village,No Membership,2015-05-13,Yes,CID40368,Gift Vouchers/Coupons,Desktop,Mobile_Data,2,384.52,18744.46,662.38,Yes,No,No,Not Applicable,No reason specified,1
57,M,Village,No Membership,2016-08-22,Yes,CID16544,Credit/Debit Card Offers,Smartphone,Fiber_Optic,14,95.42,37060.04,511.37,No,Yes,No,Not Applicable,No reason specified,1
37,M,Town,No Membership,2015-11-25,Yes,CID24418,Credit/Debit Card Offers,Desktop,Mobile_Data,5,281.63,39103.09,8721147331520550.0,Yes,No,No,Not Applicable,Too many ads,1
43,F,City,Gold Membership,2017-02-23,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,-999,282.43,75174.49,791.54,Yes,Yes,No,Not Applicable,Reasonable Price,0
53,F,City,Gold Membership,2017-04-23,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,20,253.75,13134.94,715.66,Yes,No,No,Not Applicable,Poor Website,1
50,F,Town,Silver Membership,2015-12-27,Yes,CID53245,Gift Vouchers/Coupons,Desktop,Wi-Fi,16,32.5,13052.71,660.48,No,Yes,Yes,No Information Available,Poor Website,1
13,F,City,Premium Membership,2015-02-19,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,-999,91.37,24140.79,752.5,No,Yes,No,Not Applicable,Poor Product Quality,1
11,M,Town,Gold Membership,2015-05-23,Yes,CID30220,Gift Vouchers/Coupons,Desktop,Mobile_Data,16,53.78,45556.69,745.19,Yes,No,No,Not Applicable,Poor Customer Service,1
17,F,Town,Silver Membership,2016-01-16,Yes,CID55221,Gift Vouchers/Coupons,Both,Mobile_Data,18,251.47,8458.15,677.89,Yes,Yes,No,Not Applicable,Poor Customer Service,1
17,F,City,Silver Membership,2017-11-13,No,xxxxxxxx,Gift Vouchers/Coupons,?,Mobile_Data,10,34.54,48118.36,735.97,No,Yes,Yes,Solved in Follow-up,Too many ads,1
56,F,Village,Premium Membership,2015-03-31,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,15,327.64,35214.28,712.54,Yes,No,No,Not Applicable,Too many ads,1
64,F,City,Silver Membership,2016-07-24,?,CID14649,Gift Vouchers/Coupons,Smartphone,Wi-Fi,12,47.89,33453.66,722.97,No,Yes,No,Not Applicable,Poor Product Quality,1
14,F,Town,Basic Membership,2017-07-24,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,24,245.44,32370.11,9393425476222010.0,No,Yes,Yes,Unsolved,No reason specified,1
39,M,Town,Gold Membership,2015-09-05,?,CID39512,Credit/Debit Card Offers,Desktop,Wi-Fi,2,93.28,80328.88,845.04,Yes,No,No,Not Applicable,User Friendly Website,0
47,F,Town,Basic Membership,2016-09-27,Yes,CID13996,Gift Vouchers/Coupons,Smartphone,Mobile_Data,18,322.32,42941.01,611.44,Yes,No,Yes,No Information Available,Poor Product Quality,1
29,F,City,Basic Membership,2017-02-21,?,CID29161,Gift Vouchers/Coupons,?,Mobile_Data,-999,170.55,23366.93,544.09,No,Yes,No,Not Applicable,No reason specified,1
18,F,City,Gold Membership,2017-05-04,No,xxxxxxxx,Credit/Debit Card Offers,Both,Fiber_Optic,5,278.82,59675.42,728.62,Yes,Yes,No,Not Applicable,Quality Customer Care,0
31,F,City,Platinum Membership,2016-10-20,Yes,CID38642,Credit/Debit Card Offers,?,Wi-Fi,21,57.44,23682.7,724.99,Yes,No,Yes,Solved in Follow-up,No reason specified,1
36,M,City,Gold Membership,2015-02-27,Yes,xxxxxxxx,Credit/Debit Card Offers,?,Fiber_Optic,12,320.97,30830.83,635.51,No,Yes,Yes,Unsolved,Poor Website,1
36,F,City,No Membership,2016-05-13,No,xxxxxxxx,Without Offers,?,Wi-Fi,14,115.59,8357.18,619.49,Yes,No,No,Not Applicable,Poor Website,1
41,F,City,Platinum Membership,2017-09-06,Yes,CID26410,Credit/Debit Card Offers,Desktop,Mobile_Data,-999,199.63,29110.99,703.13,Yes,No,No,Not Applicable,Too many ads,1
44,M,Town,Silver Membership,2017-10-14,Yes,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,3,862.65,15977.08,669.93,No,Yes,No,Not Applicable,No reason specified,1
42,M,Town,Basic Membership,2015-03-05,No,xxxxxxxx,Without Offers,?,Wi-Fi,9,154.5,5095.55,601.78,No,Yes,No,Not Applicable,Too many ads,1
17,Unknown,Town,Platinum Membership,2016-01-19,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Wi-Fi,-999,345.63,47045.76,3918893037391280.0,Yes,No,Yes,Unsolved,Poor Product Quality,1
49,M,Town,Gold Membership,2015-05-14,Yes,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,13,100.64,21586.73,9567933270590060.0,Yes,No,No,Not Applicable,Poor Product Quality,1
59,F,City,Premium Membership,2016-10-07,?,CID10047,Gift Vouchers/Coupons,?,Wi-Fi,7,51.32,25816.7,777.29,No,Yes,Yes,No Information Available,Poor Website,1
37,F,Town,No Membership,2015-11-24,Yes,CID2944,Credit/Debit Card Offers,Smartphone,Mobile_Data,17,801.99,47587.57,635.57,No,Yes,No,Not Applicable,Poor Customer Service,1
37,F,City,Premium Membership,2016-02-07,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,5,455.72,27873.52,728.23,Yes,Yes,Yes,Solved,Poor Customer Service,1
46,F,Town,No Membership,2015-01-26,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,13,34.87,47388.25,695.64,No,Yes,No,Not Applicable,Poor Customer Service,1
19,F,City,Platinum Membership,2017-06-09,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Wi-Fi,26,487.56,89921.83,827.95,Yes,No,Yes,Solved in Follow-up,Products always in Stock,0
57,F,Village,Gold Membership,2015-08-28,Yes,CID24295,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,16,34.58,41825.61,638.74,No,Yes,No,Not Applicable,Too many ads,1
56,M,Town,Silver Membership,2016-07-13,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,16,32.92,4302.44,675.51,Yes,No,Yes,Solved,Poor Website,1
20,F,Town,Platinum Membership,2017-09-21,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,21,1.11124061636493e+16,11531.19,1.19217199145815e+16,Yes,No,Yes,No Information Available,Too many ads,1
61,F,Town,Basic Membership,2015-06-16,No,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,14,80.29,10795.52,3.89189461723075e+16,Yes,No,No,Not Applicable,Poor Website,1
26,M,City,Premium Membership,2015-09-08,Yes,CID40208,Without Offers,Smartphone,Mobile_Data,21,279.93,41433.09,1.10452364891841e+16,Yes,No,Yes,Solved,Poor Customer Service,1
14,F,Town,No Membership,2016-07-17,Yes,CID58775,Without Offers,Smartphone,Mobile_Data,9,311.12,9349.54,623.39,No,Yes,No,Not Applicable,No reason specified,1
11,F,City,Basic Membership,2017-01-15,?,CID31011,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,15,441.07,828.04,506.19,No,Yes,Yes,No Information Available,Poor Website,1
56,F,Town,No Membership,2017-06-16,Yes,CID20933,Gift Vouchers/Coupons,?,Mobile_Data,18,113.38,1369.52,645.25,No,Yes,No,Not Applicable,Poor Website,1
26,M,Town,Premium Membership,2015-10-08,Yes,CID42025,Credit/Debit Card Offers,Desktop,Fiber_Optic,9,49.82,83470.55,745.41,Yes,No,Yes,No Information Available,User Friendly Website,0
20,M,Village,Gold Membership,2016-01-03,No,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,22,86.75,42023.37,797.12,Yes,No,Yes,Unsolved,No reason specified,1
17,F,City,No Membership,2017-01-26,No,xxxxxxxx,Without Offers,?,Mobile_Data,17,31.98,44435.53,600.33,No,Yes,Yes,Solved,Poor Product Quality,1
60,F,Town,Basic Membership,2017-02-22,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,9,56.51,3000.93,554.2,No,Yes,No,Not Applicable,No reason specified,1
15,M,Town,Gold Membership,2017-09-12,Yes,CID32229,Credit/Debit Card Offers,Desktop,Wi-Fi,8,54.54,11797.6,768.6,No,Yes,No,Not Applicable,Poor Product Quality,1
31,M,City,Basic Membership,2015-04-26,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,8,297.9,32774.3,574.96,No,Yes,Yes,No Information Available,No reason specified,1
45,M,City,Platinum Membership,2017-10-01,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,6,387.41,68674.95,758.91,Yes,Yes,No,Not Applicable,Quality Customer Care,0
25,F,Town,Premium Membership,2016-09-15,No,xxxxxxxx,Without Offers,?,Fiber_Optic,3,321.38,30721.96,1273799122503770.0,No,Yes,Yes,Solved in Follow-up,User Friendly Website,0
38,F,Village,Basic Membership,2015-04-29,?,CID57684,Without Offers,?,Fiber_Optic,11,214.8,44993.65,1.05766903112432e+16,Yes,No,Yes,No Information Available,No reason specified,1
46,F,Town,Premium Membership,2015-04-27,Yes,CID41323,Without Offers,Desktop,Mobile_Data,19,178.11,11231.91,710.86,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1
35,F,Town,Gold Membership,2017-01-23,Yes,xxxxxxxx,Gift Vouchers/Coupons,?,Wi-Fi,3,743.41,25420.14,707.04,No,Yes,No,Not Applicable,No reason specified,1
38,M,City,Platinum Membership,2015-10-22,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,8,248.58,14948.64,751.22,Yes,No,Yes,Solved in Follow-up,No reason specified,1
44,F,Town,Silver Membership,2016-08-25,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,14,1408869046291220.0,79549.49,714.87,No,Yes,No,Not Applicable,Products always in Stock,0
23,M,Town,Silver Membership,2016-10-12,Yes,CID35439,Without Offers,Both,Fiber_Optic,13,2126.36,44220.8,633.36,No,Yes,No,Not Applicable,Too many ads,1
31,M,City,Platinum Membership,2017-01-13,Yes,CID14279,Credit/Debit Card Offers,?,Mobile_Data,3,515.37,8499.1,3416460847958230.0,Yes,No,No,Not Applicable,Poor Product Quality,1
33,F,City,Gold Membership,2015-11-16,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,7,53.81,46939.88,647.85,No,Yes,Yes,No Information Available,Poor Website,1
44,M,City,Platinum Membership,2016-07-25,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,19,157.42,17191.03,1.05775135605343e+16,No,Yes,Yes,Solved,Products always in Stock,0
52,M,City,Basic Membership,2015-07-08,Yes,CID47756,Without Offers,Desktop,Wi-Fi,21,121.39,29317.46,500.24,No,Yes,No,Not Applicable,No reason specified,1
39,M,Town,Gold Membership,2016-05-31,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,3,208.11,65541.04,735.08,Yes,Yes,No,Not Applicable,User Friendly Website,0
32,M,Town,Gold Membership,2016-10-05,Yes,CID60008,Credit/Debit Card Offers,Smartphone,Mobile_Data,14,80.47,42222.87,3835804346737070.0,No,Yes,Yes,Solved,Poor Website,1
28,M,Village,Platinum Membership,2016-08-10,Yes,CID13766,Credit/Debit Card Offers,?,Wi-Fi,17,557.27,4492.99,708.65,Yes,No,No,Not Applicable,Poor Product Quality,1
63,F,Town,Gold Membership,2016-03-18,No,xxxxxxxx,Credit/Debit Card Offers,Both,Fiber_Optic,17,373.24,27028.85,3.18724857256275e+16,Yes,No,Yes,Unsolved,Poor Customer Service,1
61,F,Town,No Membership,2015-10-07,Yes,CID4618,Credit/Debit Card Offers,Desktop,Fiber_Optic,9,2.35027635720864e+16,21019.12,-6790620526592440.0,Yes,Yes,Yes,Solved,Poor Customer Service,1
27,F,City,Gold Membership,2017-01-16,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,16,30.67,44025.44,723.63,Yes,No,Yes,Solved,Poor Customer Service,1
64,M,Town,Silver Membership,2015-11-10,No,xxxxxxxx,Without Offers,?,Wi-Fi,2,36.62,48469.16,728.76,Yes,No,No,Not Applicable,Poor Product Quality,1
36,F,Town,Gold Membership,2017-12-13,?,CID46658,Gift Vouchers/Coupons,?,Mobile_Data,14,34.5,37963.1,746.76,No,Yes,Yes,Solved in Follow-up,Too many ads,1
28,M,City,Premium Membership,2016-08-31,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,9,187.42,19440.42,742.87,No,Yes,No,Not Applicable,Too many ads,1
20,F,Town,Basic Membership,2015-01-10,Yes,CID21916,Credit/Debit Card Offers,Smartphone,Mobile_Data,26,-1037747909908940.0,4658.45,680.55,Yes,No,No,Not Applicable,Poor Website,1
52,M,Town,No Membership,2016-10-29,Yes,CID55899,Gift Vouchers/Coupons,Desktop,Wi-Fi,9,1.00231759303618e+16,15336.43,100410310301364.0,Yes,No,Yes,Solved,Poor Customer Service,1
42,M,Village,No Membership,2017-11-17,Yes,CID48898,Credit/Debit Card Offers,Desktop,Mobile_Data,13,78.3,47247.73,619.9,No,Yes,Yes,Solved in Follow-up,Poor Website,1
14,F,Town,No Membership,2017-11-14,Yes,CID14148,Without Offers,Smartphone,Wi-Fi,16,195.88,38553.38,711.18,Yes,No,No,Not Applicable,Poor Website,1
33,F,Town,No Membership,2016-09-04,Yes,CID35443,Gift Vouchers/Coupons,Desktop,Fiber_Optic,19,82.4,17008.42,502.77,Yes,No,Yes,Solved,Poor Product Quality,1
29,F,Town,No Membership,2017-03-05,?,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,15,235.99,3181.25,608.82,No,Yes,No,Not Applicable,No reason specified,1
29,F,City,No Membership,2016-02-13,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Wi-Fi,25,340.83,6960.3,703.62,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1
57,M,City,Basic Membership,2015-11-12,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,10,213.65,5966.98,681.35,Yes,No,Yes,Unsolved,Poor Product Quality,1
37,M,City,Basic Membership,2015-01-03,Yes,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,4,119.76,15121.62,667.09,Yes,No,No,Not Applicable,Poor Product Quality,1
35,M,Town,Premium Membership,2017-05-08,Yes,CID58653,Credit/Debit Card Offers,Desktop,Wi-Fi,20,57.99,25724.94,725.37,No,Yes,Yes,Solved,No reason specified,1
12,F,City,Premium Membership,2016-11-12,Yes,CID51457,Credit/Debit Card Offers,Both,Mobile_Data,3,880.86,25752.02,713.81,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1
10,F,City,No Membership,2016-05-11,Yes,CID47522,Without Offers,Smartphone,Fiber_Optic,24,101.87,39830.37,697.87,No,Yes,Yes,Unsolved,Poor Product Quality,1
64,F,Town,Silver Membership,2017-03-02,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,10,130.19,13620.98,764.01,Yes,No,Yes,Unsolved,Quality Customer Care,0
39,M,Town,Silver Membership,2017-03-08,Yes,CID22732,Gift Vouchers/Coupons,Desktop,Fiber_Optic,-999,32.15,16520.02,763.39,No,Yes,No,Not Applicable,Too many ads,1
44,F,Village,Premium Membership,2016-12-06,Yes,CID49985,Gift Vouchers/Coupons,Smartphone,Wi-Fi,23,46.63,92934.3,717.0,No,Yes,No,Not Applicable,User Friendly Website,0
64,F,City,Gold Membership,2017-04-01,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,22,168.76,22163.6,731.54,No,Yes,Yes,Solved,Products always in Stock,0
42,F,City,Premium Membership,2015-06-03,Yes,CID40058,Credit/Debit Card Offers,Smartphone,Wi-Fi,-999,36.2,34656.91,704.68,No,Yes,Yes,Solved,Poor Website,1
44,F,Town,Basic Membership,2016-10-13,Yes,CID51357,Credit/Debit Card Offers,Desktop,Fiber_Optic,9,586.32,24995.36,589.87,Yes,No,No,Not Applicable,No reason specified,1
14,M,City,Gold Membership,2015-03-29,Yes,CID46751,Gift Vouchers/Coupons,Desktop,Wi-Fi,13,121.21,19673.83,783.41,No,Yes,No,Not Applicable,Products always in Stock,0
60,M,City,Gold Membership,2016-07-05,No,xxxxxxxx,Credit/Debit Card Offers,?,Fiber_Optic,4,-5615297180776650.0,18492.46,738.38,Yes,Yes,Yes,Solved in Follow-up,Poor Website,1
28,F,City,Basic Membership,2017-10-16,Yes,CID39338,Credit/Debit Card Offers,?,Fiber_Optic,16,881.31,5366.02,8192405628107650.0,Yes,No,Yes,Solved,Poor Customer Service,1
55,F,City,No Membership,2017-10-23,No,xxxxxxxx,Without Offers,?,Wi-Fi,6,219.87,31370.94,532.35,No,Yes,No,Not Applicable,Poor Product Quality,1
19,F,Village,No Membership,2017-10-31,Yes,CID23778,Gift Vouchers/Coupons,?,Fiber_Optic,2,40.28,13946.0,632.7,No,Yes,No,Not Applicable,Poor Customer Service,1
10,F,City,No Membership,2017-11-03,Yes,CID48773,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,15,867.32,2430.62,592.19,Yes,Yes,No,Not Applicable,Poor Product Quality,0
36,M,Village,Premium Membership,2016-05-15,Yes,CID60112,Gift Vouchers/Coupons,Smartphone,Wi-Fi,9,131.62,14766.81,773.87,Yes,No,Yes,Unsolved,No reason specified,1
49,M,Village,Platinum Membership,2015-08-11,Yes,CID12809,Credit/Debit Card Offers,Smartphone,Wi-Fi,12,693.29,2496.55,772.39,Yes,No,No,Not Applicable,User Friendly Website,0
24,M,Town,Platinum Membership,2015-04-22,?,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,15,1.21039640351635e+16,15420.65,732.56,Yes,No,No,Not Applicable,Quality Customer Care,0
